LocationID,latitude,longitude
214,40.58678757652669,-74.08551232159485
215,40.694428125202684,-73.7909635013451
216,40.67615517836521,-73.8194597206459
217,40.703916552517605,-73.95859685362515
218,40.67208992393074,-73.77303569893061
219,40.66218518134553,-73.76450615830466
220,40.88240337046083,-73.91066456339009
221,40.618771313523446,-74.073704992196
222,40.64752727318753,-73.88241301675032
223,40.77742774758721,-73.90540790576655
224,40.73182074781304,-73.9765977119368
225,40.688168696852976,-73.9318885136764
226,40.737700934823124,-73.92467321369226
227,40.64188688277144,-74.00465178254657
228,40.65235601712499,-74.01127029343448
229,40.756729041981195,-73.96514578795107
230,40.759817736212135,-73.98419645358075
231,40.71777297266615,-74.007879728897
232,40.71473269896207,-73.98302449177525
233,40.74991423361779,-73.97044255077527
234,40.74033759872527,-73.99045777640019
235,40.852521593041274,-73.91597523182483
236,40.78043673291886,-73.95701158337484
237,40.76861544310896,-73.96563443809572
238,40.791705101498515,-73.97304893843233
239,40.78396159673091,-73.97863196672323
240,40.89460034864944,-73.88197842194897
241,40.87651286795165,-73.89561992962796
242,40.846783287305136,-73.85067026289217
243,40.857108842241885,-73.9328313791545
244,40.84170939296807,-73.94139900797543
245,40.63005003068536,-74.10286006055875
246,40.75330961678691,-74.0040149305449
247,40.82898963935892,-73.92440813051074
248,40.83416551751776,-73.87228912455177
249,40.73457621833849,-74.00287492561951
250,40.832102231786145,-73.8486406124735
251,40.61688060313256,-74.12534779318393
252,40.78819367747206,-73.8156567818107
253,40.760630880537995,-73.84124392695597
254,40.88215793864554,-73.85894804599768
255,40.71880409044712,-73.95741812721512
256,40.710880043379646,-73.95990465408505
257,40.65361230488945,-73.97798255412442
258,40.68872187755616,-73.85576677815858
259,40.89793247776503,-73.85221561834474
260,40.74423658524774,-73.90630606515163
261,40.709139058868075,-74.01302273851206
262,40.77593260372293,-73.94651029356294
263,40.778766087527366,-73.95100977666564
